year,month,Mkt-RF,SMB,HML,RMW,CMA,RF
2017,12,1.06,-1.06,0.06,0.75,1.7,0.09
2018,1,5.57,-3.17,-1.28,-0.75,-0.91,0.12
2018,2,-3.65,0.32,-1.04,0.48,-2.28,0.11
2018,3,-2.35,3.6,-0.2,-0.42,-0.02,0.11
2018,4,0.29,0.93,0.54,-2.44,1.28,0.14
2018,5,2.65,4.75,-3.22,-2.05,-1.53,0.14
2018,6,0.48,0.8,-2.33,0.8,0.2,0.14
2018,7,3.19,-1.93,0.45,1.55,0.35,0.16
2018,8,3.44,0.65,-4,-0.31,-2.7,0.16
2018,9,0.06,-2.49,-1.71,0.63,1.29,0.15
2018,10,-7.68,-4.45,3.4,0.95,3.58,0.19
2018,11,1.69,-0.77,0.28,-0.55,0.39,0.18
2018,12,-9.57,-2.88,-1.88,-0.03,0.21,0.2
2019,1,8.4,3.01,-0.45,-0.78,-1.52,0.21
2019,2,3.4,1.75,-2.71,0.12,-1.6,0.18
2019,3,1.1,-3.51,-4.12,0.91,-0.94,0.19
2019,4,3.97,-1.15,2.16,1.59,-2.22,0.21
2019,5,-6.94,-1.59,-2.37,-0.46,1.77,0.21
2019,6,6.93,0.37,-0.7,0.9,-0.44,0.18
2019,7,1.19,-1.78,0.47,-0.07,0.34,0.19
2019,8,-2.58,-3.24,-4.79,0.56,-0.68,0.16
2019,9,1.43,0.26,6.77,1.84,3.39,0.18
2019,10,2.06,0.27,-1.9,0.43,-0.95,0.16
2019,11,3.88,0.45,-1.99,-1.63,-1.25,0.12
2019,12,2.77,0.97,1.78,-0.02,1.23,0.14
2020,1,-0.11,-4.4,-6.25,-1.2,-2.3,0.13
2020,2,-8.13,0.04,-3.8,-1.49,-2.52,0.12
2020,3,-13.39,-8.24,-13.88,-1.56,1.26,0.13
2020,4,13.65,2.56,-1.34,2.73,-1.03,0
2020,5,5.58,1.99,-4.85,0.93,-3.24,0.01
2020,6,2.46,1.97,-2.23,0.13,0.53,0.01
2020,7,5.77,-3.18,-1.44,0.4,1.03,0.01
2020,8,7.63,-0.95,-2.88,4.33,-1.26,0.01
2020,9,-3.63,-0.05,-2.65,-1.28,-1.96,0.01
2020,10,-2.1,4.54,4.31,-0.76,-0.88,0.01
2020,11,12.47,7.05,2.15,-2.22,1.28,0.01
2020,12,4.63,4.7,-1.34,-1.88,-0.26,0.01
2021,1,-0.03,7.08,2.85,-3.92,5.18,0.01
2021,2,2.78,4.56,7.1,0.39,-1.95,0
2021,3,3.08,-0.78,7.27,6.34,3.57,0
2021,4,4.93,-3.16,-0.95,2.47,-2.71,0
2021,5,0.29,1.2,7.13,2.4,3.02,0
2021,6,2.75,-0.41,-7.75,-2.04,-1.02,0
2021,7,1.27,-4.59,-1.81,5.48,-0.52,0
2021,8,2.91,-0.71,-0.1,-0.22,-1.82,0
2021,9,-4.37,1.09,5.1,-1.95,2.09,0
2021,10,6.65,-2.72,-0.45,1.72,-1.44,0
2021,11,-1.55,-1.77,-0.41,7.27,1.74,0
2021,12,3.1,-0.79,3.22,4.83,4.32,0.01
2022,1,-6.25,-4.09,12.8,0.84,7.74,0
2022,2,-2.29,2.92,3.1,-2.1,3.16,0
2022,3,3.06,-2.2,-1.76,-1.5,3.18,0.01
2022,4,-9.46,-0.4,6.17,3.47,5.87,0.01
2022,5,-0.34,-0.16,8.59,1.7,3.99,0.03
2022,6,-8.44,1.36,-6.1,1.74,-4.72,0.06
2022,7,9.57,1.83,-4.03,0.85,-6.82,0.08
2022,8,-3.77,1.52,0.29,-4.79,1.33,0.19
2022,9,-9.35,-1.04,0.02,-1.46,-0.79,0.19
2022,10,7.83,1.88,8.06,3.31,6.62,0.23
2022,11,4.61,-2.75,1.41,6.32,3.2,0.29
2022,12,-6.41,-0.14,1.34,0.27,4.21,0.33
2023,1,6.64,4.42,-4,-2.42,-4.44,0.35
2023,2,-2.59,0.66,-0.83,1.03,-1.32,0.34
2023,3,2.51,-6.93,-8.87,2.33,-2.39,0.36
2023,4,0.61,-2.57,-0.05,2.42,2.85,0.35
2023,5,0.35,-0.38,-7.74,-1.82,-7.2,0.36
2023,6,6.47,1.36,-0.2,2.27,-1.62,0.4
2023,7,3.21,2.84,4.11,-0.57,0.62,0.45
2023,8,-2.39,-3.68,-1.08,3.42,-2.37,0.45
2023,9,-5.24,-1.79,1.45,1.85,-0.84,0.43
2023,10,-3.18,-4.05,0.19,2.47,-0.67,0.47
2023,11,8.83,-0.11,1.66,-3.81,-0.99,0.44
2023,12,4.87,7.33,4.92,-3.04,1.3,0.43
2024,1,0.7,-5.68,-2.47,0.66,-1.02,0.47
2024,2,5.07,-0.76,-3.52,-1.98,-2.16,0.42
2024,3,2.83,-1.18,4.22,1.47,1.19,0.43
2024,4,-4.67,-2.55,-0.52,1.48,-0.3,0.47
2024,5,4.34,0.77,-1.67,2.97,-3.07,0.44
2024,6,2.77,-4.37,-3.31,0.51,-1.78,0.41
2024,7,1.24,8.28,5.74,0.22,0.43,0.45
2024,8,1.61,-3.65,-1.13,0.85,0.86,0.48
2024,9,1.74,-1.02,-2.59,0.04,-0.26,0.4
2024,10,-0.97,-0.88,0.89,-1.38,1.03,0.39
2024,11,6.5,4.78,-0.05,-2.61,-2.17,0.4
